141,-34.5664249,-58.4524071
142,-34.5635258,-58.4560196
143,-34.5951549,-58.3990062
144,-34.5587809,-58.45925459999999
145,-34.5939206,-58.4045238
146,-34.5706566,-58.44510580000001
147,-34.5155101,-58.4878683
148,-34.6189385,-58.4362364
149,-34.4695793,-58.5111111
157,-34.606141,-58.45146799999999
158,-34.5757521,-58.53709649999999
159,-34.5604395,-58.4575577
160,-34.81723,-58.46723799999999
161,-34.6267105,-58.45329889999999
162,-34.6040168,-58.50849539999999
163,-34.624312,-58.4506537
164,-34.76118230000001,-58.4302476
165,-34.5606786,-58.45763729999999
166,-34.6850358,-58.5570604
167,-34.6036844,-58.3815591
168,-34.6492634,-58.61900319999999
169,-34.5980158,-58.3959847
115,-34.6022862,-58.39239469999999
116,-34.60532600000001,-58.376658
117,-34.676931,-58.36656000000001
118,-34.5972948,-58.3960843
119,-34.6187973,-58.8416261
120,-34.58110509999999,-58.4284202
121,-34.6037014,-58.3813785
122,-34.6017305,-58.47009329999999
123,-34.5775837,-58.4808644
124,-34.6089441,-58.43495670000001
125,-34.6094579,-58.39776699999999
126,-34.612553,-58.42318
127,-34.6500468,-58.4160367
128,-34.6091057,-58.3825211
129,-34.6081265,-58.5149958
130,-34.6087085,-58.3799844
131,-34.5892978,-58.4220396
132,-34.6257399,-58.4535802
133,-34.5850801,-58.4536112
134,-34.7087685,-58.3881142
135,-34.595233,-58.400325
136,-34.4693258,-58.51765759999999
137,-34.5720269,-58.4413889
138,-34.524381,-58.48381999999999
139,-27.3621374,-55.90087459999999
140,-34.6038802,-58.41098969999999
170,-34.6030312,-58.4642236
171,-34.4504931,-58.7419056
172,-34.4498162,-58.9165601
173,-34.3999357,-58.65476260000001
174,-34.7099445,-58.3869665
175,-34.5331268,-58.70158
176,-34.7206336,-58.25460510000001
177,-34.5983781,-58.44072449999999
178,-34.6110158,-58.51751580000001
179,-34.619274,-58.438243
180,-34.470829,-58.5286102
181,-34.6080059,-58.46252989999999
182,-34.5954325,-58.3835896
88,-24.182942,-65.3030699
89,-24.7813068,-65.40277739999999
90,-34.5086233,-58.52320999999999
91,-36.6210202,-64.2886915
92,-28.4645658,-65.80128429999999
93,-34.5878127,-58.4089342
94,-31.5378572,-68.5388619
95,-34.871276,-58.5111163
96,-34.604076,-58.3868214
97,-36.3152317,-57.6753107
98,-34.6030632,-58.3741159
99,-38.7042555,-62.2913003
100,-34.5732881,-58.4598999
101,-33.8916753,-60.5715932
102,-34.4501436,-58.7251348
103,-34.6036844,-58.3815591
104,-34.6036844,-58.3815591
105,-38.0126863,-57.5503374
106,-38.0282607,-57.5591692
107,-37.9978013,-57.55205979999999
108,-38.012144,-57.5438957
109,-38.012144,-57.5438957
110,-38.0054771,-57.5426106
111,-34.5655464,-58.4367395
112,-34.6036844,-58.3815591
113,-41.132839,-71.30529109999999
114,-34.6036844,-58.3815591
4,-34.6033,-58.37453000000001
5,-24.771386,-65.4131575
6,-34.5664847,-58.45128519999999
7,-32.9105441,-60.68331449999999
8,-32.9274658,-60.6690017
9,-26.8207367,-65.2675599
10,-34.59915489999999,-58.37476029999999
11,-34.6033,-58.37453000000001
12,-34.5086233,-58.52320999999999
13,-34.5464856,-58.4878535
14,-34.559653,-58.4584069
15,-34.598743,-58.403959
16,-34.6748316,-58.45992709999999
17,-34.7917649,-58.4168007
18,-34.5880019,-58.41044119999999
19,-34.5757521,-58.53709649999999
20,-34.5680404,-58.4373399
21,-34.6754783,-58.36745699999999
22,-34.5755018,-58.42538880000001
23,-34.6558611,-58.6167212
24,-34.6033,-58.37453000000001
25,-34.6610756,-58.3669739
26,-34.7592099,-58.2772702
27,-34.4703008,-58.51171590000001
28,-34.6038802,-58.41098969999999
29,-38.7183177,-62.2663478
30,-34.4462858,-58.87045819999999
31,-34.489272,-58.4998486
32,-32.9009692,-68.7993948
33,-34.9131755,-57.95254279999999
34,-34.345965,-58.7953449
35,-34.6603867,-58.6210408
36,-34.4501436,-58.7251348
37,-34.6033,-58.37453000000001
38,-26.8118673,-65.200211
39,-29.4124652,-66.8577601
40,-27.4472541,-58.98722189999999
41,-34.5983308,-58.3732397
42,-31.4506379,-64.180409
43,-26.7900577,-60.4426964
44,-32.1722029,-64.1145768
45,-34.8969795,-60.0190731
46,-34.4462858,-58.87045819999999
47,-34.6510201,-59.43059960000001
48,-34.60405,-58.3811068
49,-35.9699706,-62.7337971
50,-32.4104614,-63.24364499999999
51,-32.945779,-60.64802700000001
52,-34.7678337,-58.3792534
53,-34.6036844,-58.3815591
54,-51.6230485,-69.2168291
55,-28.4696549,-65.7809487
56,-34.580112,-58.4101073
57,-34.5086233,-58.52320999999999
58,-34.5920146,-60.9461431
59,-38.9379949,-68.00122069999999
60,-34.871276,-58.5111163
61,-34.9204948,-57.95356570000001
62,-35.6510128,-63.76553389999999
63,-36.5994803,-61.7475931
64,-27.4684849,-58.8395686
65,-38.9516784,-68.0591888
66,-33.7419769,-61.95901240000001
67,-26.1811046,-58.17093959999999
68,-35.0326402,-63.01484170000001
69,-34.6283465,-58.4595638
70,-37.6050352,-62.40562670000001
71,-34.61622010000001,-58.4321336
72,-34.564658,-58.45177299999999
73,-34.4720967,-58.6540206
74,-34.595244,-58.3935523
75,-39.059349,-67.5824718
76,-38.7158189,-62.2616029
77,-34.6036844,-58.3815591
78,-34.595244,-58.3935523
79,-24.7813068,-65.40277739999999
80,-34.4692827,-58.5101713
81,-36.6210202,-64.2886915
82,-45.86444410000001,-67.49715549999999
83,-38.0054771,-57.5426106
84,-27.7891355,-64.25917489999999
85,-34.5883569,-58.3881272
86,-34.9158264,-57.9547152
87,-34.5620788,-58.45722379999999
197,-34.6056961,-58.4008592
198,-31.44956579999999,-64.1680051
194,-34.604748,-58.39999290000001
195,-34.5939578,-58.40299150000001
196,-34.5575537,-58.46005829999999
187,-34.4529709,-58.64298660000001
188,-34.6048671,-58.4016779
189,-34.4529709,-58.64298660000001
190,-34.4430618,-58.55796429999999
191,-34.4430618,-58.55796429999999
192,-34.470829,-58.5286102
193,-34.425087,-58.57965850000001
183,-26.8284071,-65.20581899999999
184,-24.7919703,-65.4125026
185,-27.7842564,-64.26173469999999
186,-27.7886871,-64.2598713
150,-34.6036844,-58.3815591
151,-34.5664847,-58.45128519999999
152,-34.594732,-58.401964
153,-34.5930516,-58.43144789999999
154,-34.5955044,-58.38935420000001
155,-34.6036844,-58.3815591
156,-34.591767,-58.3895852